Utterance,Emotion,Dialogue_ID,Utterance_ID,Speaker,source
"I am sorry , sir . We are booked until 9:10 .",sadness,dailydialog_296,0,Speaker,dailydialog
"Since you had that done here , we'll take care of it . There won't be a charge . And , your insurance should cover the work on the cavity . Now , I'm going to have the hygienist do your cleaning and I'll see you soon for the other work .",neutral,dailydialog_297,0,Speaker,dailydialog
It leaves at 8: 30 .,neutral,dailydialog_298,0,Speaker,dailydialog
You honestly have no idea ?,surprise,dailydialog_299,0,Speaker,dailydialog
"Oh , we really did have fun back then , didn ’ t we ?",joy,dailydialog_300,0,Speaker,dailydialog
Thank you for your help .,neutral,dailydialog_301,0,Speaker,dailydialog
"Sure , would you prefer looking in the morning or afternoon ?",neutral,dailydialog_302,0,Speaker,dailydialog
Let ’ s leave some room on this offer . I think that three hundred and twenty thousand dollars is a fair offer in this housing market .,neutral,dailydialog_303,0,Speaker,dailydialog
All right . Please be quick about it .,neutral,dailydialog_304,0,Speaker,dailydialog
"I would really like to bring my friend Jake , if that would be OK .",joy,dailydialog_305,0,Speaker,dailydialog
What does he look like ? Can people tell ?,joy,dailydialog_306,0,Speaker,dailydialog
Sure . I'll get right on it .,joy,dailydialog_307,0,Speaker,dailydialog
My son has really taken it out of me . He never keeps out of mischief .,anger,dailydialog_308,0,Speaker,dailydialog
It ’ s rather cold . Isn ’ t it,neutral,dailydialog_309,0,Speaker,dailydialog
"Bob is retiring , wow ... that's news to me , I had no idea Bob was that old , retirement's still sixty-five , right ?",surprise,dailydialog_310,0,Speaker,dailydialog
"Oh , hey ...",neutral,dailydialog_311,0,Speaker,dailydialog
"Exactly , next , you should hold your legs together and extend your arms above your head .",neutral,dailydialog_312,0,Speaker,dailydialog
"In just three weeks , and I am excited . But there are still a few things I need to do before I go .",joy,dailydialog_313,0,Speaker,dailydialog
You are welcome . Hope you can find it soon .,joy,dailydialog_314,0,Speaker,dailydialog
What in your opinion can be done to stop smoking ?,neutral,dailydialog_315,0,Speaker,dailydialog
OK ! Thank you very much . See you a week later .,joy,dailydialog_316,0,Speaker,dailydialog
congratulations ! That's excellent news ? What do you have to do to get an unconditional offer ?,joy,dailydialog_317,0,Speaker,dailydialog
"Okay , first I'm going to need you to fill out the paperwork .",neutral,dailydialog_318,0,Speaker,dailydialog
Sign ? What ’ s sign ?,surprise,dailydialog_319,0,Speaker,dailydialog
Would you like a dessert ?,neutral,dailydialog_320,0,Speaker,dailydialog
so have you cured your fear of heights ?,neutral,dailydialog_321,0,Speaker,dailydialog
"Well , it's too close to the door . Is that table reserved ?",neutral,dailydialog_322,0,Speaker,dailydialog
Do you know where they will go on their honeymoon ?,neutral,dailydialog_323,0,Speaker,dailydialog
"Yes , I have those .",neutral,dailydialog_324,0,Speaker,dailydialog
Here is your working place . Nancy will come to show you how to set up the telephones . I'm going to call her now so that you can get started . Is that OK ?,neutral,dailydialog_325,0,Speaker,dailydialog
I don ’ t see it on the shelf .,neutral,dailydialog_326,0,Speaker,dailydialog
"Yes , it ’ s a one-year lease . And $ 200 a week with one month refundable deposit .",neutral,dailydialog_327,0,Speaker,dailydialog
It's not that hot . It's cooler than yesterday . Let's go swimming !,joy,dailydialog_328,0,Speaker,dailydialog
Black .,neutral,dailydialog_329,0,Speaker,dailydialog
"In reading you need to recognize language by seeing the words on the page and knowing what they are . In writing you have to produce language , you have to create your own words on a blank page .",neutral,dailydialog_330,0,Speaker,dailydialog
You know .. I have a weakness for long dresses .,joy,dailydialog_331,0,Speaker,dailydialog
One thousand yuan .,neutral,dailydialog_332,0,Speaker,dailydialog
16 hours . Beijing is 16 hours ahead .,neutral,dailydialog_333,0,Speaker,dailydialog
There are the pymeids . It ’ s easy to see how they got that name ! they don ’ t have smooth sides though .,joy,dailydialog_334,0,Speaker,dailydialog
I feel he's like a talking machine .,disgust,dailydialog_335,0,Speaker,dailydialog
He married a girl who is only eighteen !,neutral,dailydialog_336,0,Speaker,dailydialog
"Thank you , Ms . In . I'm here to discuss the possibility of establishing business relations with your corporation .",neutral,dailydialog_337,0,Speaker,dailydialog
That's it . It'll take you about five minutes .,neutral,dailydialog_338,0,Speaker,dailydialog
"I'm fine , thanks . And you ?",joy,dailydialog_339,0,Speaker,dailydialog
I am just doing what I think I should do .,joy,dailydialog_340,0,Speaker,dailydialog
"Wait a second . He shoots , he scores !",joy,dailydialog_341,0,Speaker,dailydialog
I get it . And ... ?,neutral,dailydialog_342,0,Speaker,dailydialog
What was the rate yesterday ?,neutral,dailydialog_343,0,Speaker,dailydialog
"It ’ s great . Although his father didn ’ t agree with that , Tom went through with it .",surprise,dailydialog_344,0,Speaker,dailydialog
"Thanks , Professor . I'll make sure everything gets taken care of .",neutral,dailydialog_345,0,Speaker,dailydialog
"We are basically going to check your heart , lungs , blood sugar levels , and eyes , ears , and nose .",neutral,dailydialog_346,0,Speaker,dailydialog
Really ? Tell me more .,surprise,dailydialog_347,0,Speaker,dailydialog
"Watch his bread , it seems to be delicious . He had a lot on the ball .",joy,dailydialog_348,0,Speaker,dailydialog
Our national economy is increasing hand over fist .,neutral,dailydialog_349,0,Speaker,dailydialog
"Hmm ... I'd like the cheaper one , please . Can I pay hy cheque ?",neutral,dailydialog_350,0,Speaker,dailydialog
"Yes , I am going today .",neutral,dailydialog_351,0,Speaker,dailydialog
Here's your ticket .,neutral,dailydialog_352,0,Speaker,dailydialog
the professor is a bit boring today . You need something to perk yourself up . How about a coffee ?,neutral,dailydialog_353,0,Speaker,dailydialog
Have a nice day and thanks you for calling Dutton Hotels .,joy,dailydialog_354,0,Speaker,dailydialog
We'll have fruit salad to start and then the roast beef .,neutral,dailydialog_355,0,Speaker,dailydialog
Thanks for the compliment .,joy,dailydialog_356,0,Speaker,dailydialog
"I'm Mary Smith.Nice to meet you , too .",joy,dailydialog_357,0,Speaker,dailydialog
Oh ! Ha-ha ! That's not what I mean when I said ' go Dutch ' !,joy,dailydialog_358,0,Speaker,dailydialog
"It has been going on for a while , but just started to get worse this morning .",neutral,dailydialog_359,0,Speaker,dailydialog
"That ’ s very kind of you , but it ’ s nothing special .",joy,dailydialog_360,0,Speaker,dailydialog
it was horrible ! It was just one thing after another .,sadness,dailydialog_361,0,Speaker,dailydialog
"To be honest , it was horrible ! My manager is such a pain in the neck !",anger,dailydialog_362,0,Speaker,dailydialog
Isn't it silly to see a movie that you know nothing about ?,neutral,dailydialog_363,0,Speaker,dailydialog
you are very lucky to have such a nice family .,joy,dailydialog_364,0,Speaker,dailydialog
"Oh , I ’ m sorry to hear that . I know how you feel . Please don ’ t be sad .",sadness,dailydialog_365,0,Speaker,dailydialog
What ’ s in that section ?,neutral,dailydialog_366,0,Speaker,dailydialog
"Oh , Really ?",surprise,dailydialog_367,0,Speaker,dailydialog
"Remember , they want someone who works well with people . You've got to show them how easy-going and personable you are .",neutral,dailydialog_368,0,Speaker,dailydialog
"Hi , Alex . How are you doing ?",neutral,dailydialog_369,0,Speaker,dailydialog
What ? But today is my birthday !,surprise,dailydialog_370,0,Speaker,dailydialog
It never came in the mail .,neutral,dailydialog_371,0,Speaker,dailydialog
It's our pleasure . We are always happy to have another satisfied customer . Thanks for calling . Goodbye .,joy,dailydialog_372,0,Speaker,dailydialog
"Well , I have got you three first class tickets and I have reserved your seats . Your seat numbers are 8A , 8B and 8C .",neutral,dailydialog_373,0,Speaker,dailydialog
A vet's a man who takes care of sick animals . He's an animal doctor .,neutral,dailydialog_374,0,Speaker,dailydialog
Thanks for helping me up .,neutral,dailydialog_375,0,Speaker,dailydialog
"But junk food is so easy . It requires no silverware or plates , no rigid mealtimes , no pleases and thank yous .",neutral,dailydialog_376,0,Speaker,dailydialog
I see . How can I pay by Telegraphic Transfer ?,neutral,dailydialog_377,0,Speaker,dailydialog
That's not good . You don't have a well-balanced diet . Have you been taking vitamin pills ?,neutral,dailydialog_378,0,Speaker,dailydialog
"Thank you , Please have a cup of tea .",joy,dailydialog_379,0,Speaker,dailydialog
"I had one , but I didn't like the job very much . I wanted to attend graduate school , but I was afraid it would be too tough .",neutral,dailydialog_380,0,Speaker,dailydialog
"Arm ... just the usual , Current Deposit please .",neutral,dailydialog_381,0,Speaker,dailydialog
"Just tell me what you'd like , please .",neutral,dailydialog_382,0,Speaker,dailydialog
"Alice , I never knew you had such a lovely voice . You really can sing , can't you ?",joy,dailydialog_383,0,Speaker,dailydialog
Ok . I'll call you later when I get a tee time .,joy,dailydialog_384,0,Speaker,dailydialog
"They're both very well , thanks .",joy,dailydialog_385,0,Speaker,dailydialog
How do you get to office ?,neutral,dailydialog_386,0,Speaker,dailydialog
So you must have had a busy and enjoyable day yesterday .,joy,dailydialog_387,0,Speaker,dailydialog
But we ’ Ve only been on the road for ten minutes .,neutral,dailydialog_388,0,Speaker,dailydialog
How can you do that ?,neutral,dailydialog_389,0,Speaker,dailydialog
"David , would you like something to eat ?",joy,dailydialog_390,0,Speaker,dailydialog
I ’ m having some trouble . How do you use this printer ?,neutral,dailydialog_391,0,Speaker,dailydialog
"Thanks , you too , how see your maxes sometime .",joy,dailydialog_392,0,Speaker,dailydialog
"If one's available , please . But not over the wing .",neutral,dailydialog_393,0,Speaker,dailydialog
I really love their dancing . They are all excellent dancers .,joy,dailydialog_394,0,Speaker,dailydialog
You didn't show up to my performance last night ! Some kind of friend you are !,anger,dailydialog_395,0,Speaker,dailydialog
It's not that serious .,neutral,dailydialog_396,0,Speaker,dailydialog
"Oh , that's too bad . Was it stolen ?",neutral,dailydialog_397,0,Speaker,dailydialog
"Then open that window . Yeah , that one .",neutral,dailydialog_398,0,Speaker,dailydialog
Look ! David gives his following-comment on my first blog . He is my first visitor .,joy,dailydialog_399,0,Speaker,dailydialog
"They are good , but i still need a few more .",joy,dailydialog_400,0,Speaker,dailydialog
Don't you have a credit card ?,neutral,dailydialog_401,0,Speaker,dailydialog
"Aw , shucks , ma'am .",joy,dailydialog_402,0,Speaker,dailydialog
"Nice and warm again , isn ’ t it ?",joy,dailydialog_403,0,Speaker,dailydialog
"Yes , I once booked there . They give the immediate confirm information and flight information to both your mobile phone and e-mail . You can conveniently pay by credit card , so the whole transaction only takes a couple of minutes . They also provide e-tickets , meaning you don ’ t need to go to any office to pick an air ticket . You go to the airport directly and check in with your ID card .",joy,dailydialog_404,0,Speaker,dailydialog
Let's begin by having you tell me about yourself and your background .,neutral,dailydialog_405,0,Speaker,dailydialog
I ’ Ve already got your certificate for sick-leave . How do you feel today ?,neutral,dailydialog_406,0,Speaker,dailydialog
How about a spicy tofu and vegetable stir-fry ?,neutral,dailydialog_407,0,Speaker,dailydialog
"Wow , I have my own bathroom !",surprise,dailydialog_408,0,Speaker,dailydialog
How do I use the powder ?,neutral,dailydialog_409,0,Speaker,dailydialog
Hey ! Why don't I have any presents !,surprise,dailydialog_410,0,Speaker,dailydialog
What ’ s the rate for a standard room ?,neutral,dailydialog_411,0,Speaker,dailydialog
Let's just sit in the back . We can still hear the service from here .,neutral,dailydialog_412,0,Speaker,dailydialog
You can choose classes that you like at the school office .,neutral,dailydialog_413,0,Speaker,dailydialog
I went a global warming rally in London . It was fantastic to be around so many people who care about the environment .,joy,dailydialog_414,0,Speaker,dailydialog
Is there a lot of nightlife in your city ?,neutral,dailydialog_415,0,Speaker,dailydialog
"Right , I'll be right over .",joy,dailydialog_416,0,Speaker,dailydialog
What percentage of the stockholders actually attend the meetings ? I'm guessing not a large percentage ...,neutral,dailydialog_417,0,Speaker,dailydialog
What have you learned from the jobs you have had ?,neutral,dailydialog_418,0,Speaker,dailydialog
